geo_id,geography,date_start,date_end,platform_and_product,facet,level,variable,cluster_name,value,geo_name
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_per_capita_index,,0.7888309384528269,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,15.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,4.054054054054054,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,1.9022674827588473,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",34.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",9.18918918918919,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",2.4075510927764214,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",18.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",4.864864864864865,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",1.7952758543667635,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,none,15.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,none,4.054054054054054,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,not_classified,262.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,not_classified,70.8108108108108,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",26.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",7.027027027027027,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",1.442302867656659,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Debug and fix software code errors across multiple programming languages,20.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Debug and fix software code errors across multiple programming languages,5.405405405405405,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,Debug and fix software code errors across multiple programming languages,1.1996872957362636,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Fix and improve web and mobile application UI layouts, styling, and components",17.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Fix and improve web and mobile application UI layouts, styling, and components",4.594594594594595,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,"Fix and improve web and mobile application UI layouts, styling, and components",2.357786070188305,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,"Help develop, debug, and modify web applications and frontend components",19.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,"Help develop, debug, and modify web applications and frontend components",5.135135135135135,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,"Help develop, debug, and modify web applications and frontend components",3.445910406336205,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive database development and management assistance,16.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive database development and management assistance,4.324324324324325,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,Provide comprehensive database development and management assistance,2.0179915158045603,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide comprehensive multi-technology programming development assistance and technical guidance,17.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide comprehensive multi-technology programming development assistance and technical guidance,4.594594594594595,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,Provide comprehensive multi-technology programming development assistance and technical guidance,1.266673979968249,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,Provide translation services and comprehensive language learning assistance across multiple languages,19.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,Provide translation services and comprehensive language learning assistance across multiple languages,5.135135135135135,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct_index,Provide translation services and comprehensive language learning assistance across multiple languages,1.8224930184821266,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_count,not_classified,262.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,1,request_pct,not_classified,70.8108108108108,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Help develop and debug complete web applications and user interfaces,58.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Help develop and debug complete web applications and user interfaces,15.675675675675675,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Help develop and debug complete web applications and user interfaces,2.1595005334992767,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive financial guidance and investment assistance across multiple domains,18.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive financial guidance and investment assistance across multiple domains,4.864864864864865,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Provide comprehensive financial guidance and investment assistance across multiple domains,1.224492542334866,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide comprehensive software development assistance across multiple programming domains and technologies,82.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide comprehensive software development assistance across multiple programming domains and technologies,22.162162162162165,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Provide comprehensive software development assistance across multiple programming domains and technologies,1.1958729583663847,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide educational tutoring and academic assistance across multiple subjects and disciplines,24.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide educational tutoring and academic assistance across multiple subjects and disciplines,6.486486486486487,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Provide educational tutoring and academic assistance across multiple subjects and disciplines,0.8640054823706027,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide multilingual translation services and language learning assistance,19.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide multilingual translation services and language learning assistance,5.135135135135135,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Provide multilingual translation services and language learning assistance,1.691532454585733,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,Provide technical IT support and troubleshooting assistance,19.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,Provide technical IT support and troubleshooting assistance,5.135135135135135,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct_index,Provide technical IT support and troubleshooting assistance,0.964068794920977,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_count,not_classified,150.0,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),request,2,request_pct,not_classified,40.54054054054054,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),soc_occupation,0,soc_pct,Computer and Mathematical,25.13513513513514,Albania
ALB,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),soc_occupation,0,soc_pct,not_classified,74.86486486486486,Albania
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,not_classified,25.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,not_classified,62.5,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,task iteration,15.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,37.5,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration_automation_augmentation,0,augmentation_pct,augmentation,100.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration_automation_augmentation,0,automation_pct,automation,0.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,gdp_per_working_age_capita,,68285.58866303651,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,working_age_pop,,59134.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_tier,Leading (top 25%),4.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_count,,40.0,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_pct,,0.0041472523416423,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_per_capita,,0.0006764298034971421,Andorra
AND,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_per_capita_index,,2.5930481118561155,Andorra
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,directive,1200.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,directive,39.85386914646297,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct_index,directive,1.0276961858184432,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,feedback loop,349.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,feedback loop,11.590833610096317,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct_index,feedback loop,1.1233434626837595,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,learning,504.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,learning,16.738625041514446,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct_index,learning,0.8230170993469837,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,none,75.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,none,2.4908668216539356,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,task iteration,755.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,25.074726004649616,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct_index,task iteration,1.12831002711221,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_count,validation,128.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,validation,4.251079375622717,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct_index,validation,0.9489748070434331,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration_automation_augmentation,0,augmentation_pct,augmentation,47.24114441416894,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration_automation_augmentation,0,automation_pct,automation,52.758855585831064,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,gdp_per_working_age_capita,,60127.05878296327,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,working_age_pop,,8932401.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_tier,Upper middle (50-75%),3.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_count,,3011.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_pct,,0.3121844200171281,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_per_capita,,0.00033708741916087286,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),country,0,usage_per_capita_index,,1.2922019273345715,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,26.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.8635004981733644,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,1.125308808924768,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,assist students who need extra help with their coursework outside of class.,24.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,assist students who need extra help with their coursework outside of class.,0.7970773829292593,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,assist students who need extra help with their coursework outside of class.,0.6639975413464959,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",15.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.498173364330787,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.8152107581555108,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"conduct searches to find needed information, using such sources as the internet.",18.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"conduct searches to find needed information, using such sources as the internet.",0.5978080371969445,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,"conduct searches to find needed information, using such sources as the internet.",1.4731279126934846,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,23.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,0.7638658253072069,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct_index,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,1.214947238314395,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,72.0,United Arab Emirates
ARE,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,2.391232148787778,United Arab Emirates
